HR,Name,DM,glon,glat,vmag,spectype,parallax,Dmag,Sep,,
8878,7    Psc,BD+04 4997,85.42,-50.73,5.05,K2III,0.002,,,,500
9011,,BD+46 4169,111.71,-14.64,6.07,B3IV,0.002,2,0.9,,500
46,,BD-08   26,96.87,-68.76,5.12,M3+III,0.003,6,3,,333.3333333
335,42Phi And,BD+46  275,126.11,-15.52,4.25,B7Ve,0.003,1.2,0.4,,333.3333333
348,45    And,BD+36  201,127.24,-24.98,5.81,B7III-IV,0.003,0,0.4,,333.3333333
873,21    Per,BD+31  509,151.88,-23.77,5.11,B9pSi,0.003,,,,333.3333333
1289,,BD+83  104,128.4,23.4,5.57,B5V,0.003,,,,333.3333333
1402,,BD+10  577,184.16,-25.11,5.88,B8IV,0.003,1.8,0.4,,333.3333333
1567,8Pi 5Ori,BD+02  810,196.27,-24.56,3.72,B3III+B0V,0.003,,,,333.3333333
1773,21Sig Aur,BD+37 1175,170.52,0.88,4.99,K4III,0.003,7,8.7,,333.3333333
1826,,BD-03 1115,206.28,-19.83,6.39,A0Vn,0.003,0.3,0.8,,333.3333333
2055,,CD-38 2270,244.45,-27.4,6.7,K1III,0.003,3.5,1.2,,333.3333333
2091,35Pi  Aur,BD+45 1217,166.6,10.94,4.26,M3II,0.003,,,,333.3333333
2128,3    Mon,BD-10 1349,216.95,-15.77,4.95,B5III,0.003,3.5,1.9,,333.3333333
2197,6    Gem,BD+22 1220,188.22,2.19,6.39,M1-2Ia-Iab,0.003,,,,333.3333333
2306,,BD-19 1435,227.89,-14.78,6.6,B8IIIHe wk,0.003,0.3,0.8,,333.3333333
2348,,CD-48 2308,256.45,-23.97,5.76,B9V,0.003,2.5,1.2,,333.3333333
2482,,CD-38 2844,247.45,-18.13,6.29,A3V+F/G,0.003,1.5,7.9,,333.3333333
2570,,BD-05 1863,218.45,-2.07,6.41,A6Vn,0.003,0.1,1.2,,333.3333333
2609,,BD+87   51,126.22,27.72,5.07,M2IIIab,0.003,,,,333.3333333
2703,,BD+51 1295,165.8,24.18,5.47,M3-III,0.003,,,,333.3333333
2842,,CD-37 3549,249.87,-10,6.97,F0V:,0.003,0.1,7,,333.3333333
2843,,CD-37 3549,249.87,-10,6.84,F0V:,0.003,0.1,7,,333.3333333
2896,,BD+31 1620,188.43,22.29,5.33,K0III,0.003,0.4,0.4,,333.3333333
3045,7Xi  Pup,CD-24 6030,241.46,0.57,3.34,G6Iab-Ib,0.003,9.5,5.1,,333.3333333
3050,,BD+03 1818,216.83,14.69,6.18,K1III,0.003,0.2,0.2,,333.3333333
3188,29Zet Mon,BD-02 2450,224.72,15.66,4.34,G2Ib,0.003,4.9,66,,333.3333333
3367,,BD-19 2438,242.27,11.65,5.42,A0V,0.003,0.6,0.2,,333.3333333
3487,,CD-45 4517,265.38,-1.84,3.91,A1III,0.003,,,,333.3333333
3595,69Nu  Cnc,BD+25 2029,202.31,38.9,5.45,A0pSi,0.003,,,,333.3333333
3975,30Eta Leo,BD+17 2171,219.53,50.75,3.52,A0Ib,0.003,0.5,0.1,,333.3333333
4193,35    Sex,BD+05 2384,243.46,52.16,5.79,K3III+K0III,0.003,1.1,6.7,,333.3333333
4231,Del1Cha,CP-79  554,297.68,-18.91,5.47,K0III,0.003,0.3,0.6,,333.3333333
4293,,CD-41 6276,281.86,16.05,4.39,A3IV,0.003,,,,333.3333333
4456,90    Leo,BD+17 2374,239.18,69.47,5.95,B4V,0.003,1.1,3.6,,333.3333333
4560,65    UMa,BD+47 1913,149.12,67.68,6.54,A3Vn,0.003,0.4,63,,333.3333333
4561,65    UMa,BD+47 1914,149.1,67.7,7.03,A1pCrEuSr:,0.003,0.4,63,,333.3333333
4605,Kap Cha,CP-75  777,300.15,-13.9,5.04,K4III,0.003,,,,333.3333333
4656,Del Cru,CP-58 4189,298.23,3.79,2.8,B2IV,0.003,,,,333.3333333
4737,15Gam Com,BD+29 2288,199.63,84.46,4.36,K1IIIFe0.5,0.003,,,,333.3333333
4935,,BD-19 3629,306.83,42.2,5.58,F7V,0.003,0.1,0.4,,333.3333333
5133,,BD+51 1856,105.56,64.82,6.48,M2II-III+K3III:,0.003,1.3,1.8,,333.3333333
5141,,CP-53 5725,310.25,7.6,5.01,B8Vn,0.003,1.4,5.4,,333.3333333
5367,Psi Cen,CD-37 9336,321.72,21.71,4.05,A0IV,0.003,9.5,36,,333.3333333
5474,,CD-3011624,329.23,26.24,6.37,ApSi,0.003,0.9,1,,333.3333333
5735,13Gam UMi,BD+72  679,108.46,40.84,3.05,A3II-III,0.003,,,,333.3333333
5800,6Mu  CrB,BD+39 2889,62.81,54.03,5.11,M1.5III-IIIb,0.003,,,,333.3333333
6107,20Nu 1CrB,BD+34 2773,54.82,44.55,5.2,M2IIIab,0.003,0.1,364.4,,333.3333333
6130,,BD+62 1478,92.82,40.91,5.67,G8III,0.003,1,1.1,,333.3333333
6175,13Zet Oph,BD-10 4350,6.28,23.59,2.56,O9.5Vn,0.003,,,,333.3333333
6448,,BD+60 1743,89.76,34.96,6.32,K1.5IIIb,0.003,,,,333.3333333
6658,,CD-3412203,355.72,-4.47,5.6,K3III,0.003,0.1,0.4,,333.3333333
7319,23    Aql,BD+00 4168,37,-5.53,5.1,K2II-III,0.003,4.1,3.1,,333.3333333
7341,,BD+49 2977,80.82,16.19,6.31,K1III,0.003,,,,333.3333333
7544,52Pi  Aql,BD+11 3994,50.08,-7.01,5.72,G2III:+A1V:,0.003,0.5,1.4,,333.3333333
7575,,BD-03 4742,37.27,-15.18,5.65,A5p,0.003,,,,333.3333333
7638,,BD+41 3549,77.36,6.79,6.43,A3V,0.003,1.2,0.1,,333.3333333
7781,,BD+54 2329,90.45,10.84,5.76,A2V s,0.003,1.3,3.5,,333.3333333
7784,,BD+38 4021,77.23,1.69,6.23,A1V,0.003,1.1,0.3,,333.3333333
7796,37Gam Cyg,BD+39 4159,78.15,1.87,2.2,F8Ib,0.003,8.5,141.2,,333.3333333
7859,Rho Pav,CP-61 6495,334.83,-36.18,4.88,F5Del Del,0.003,,,,333.3333333
7911,,BD+40 4266,80.35,-0.61,6.06,B6IIIpMn,0.003,0.1,0.8,,333.3333333
8008,32    Vul,BD+27 3911,72.41,-10.8,5.01,K4III,0.003,,,,333.3333333
8058,12    Aqr,BD-06 5664,43.66,-32.04,7.31,A3V,0.003,1.9,2.7,,333.3333333
8059,12    Aqr,BD-06 5664,43.66,-32.04,5.89,G4III,0.003,1.9,2.7,,333.3333333
8298,,BD+45 3637,91.92,-5.4,6.17,M4III:,0.003,,,,333.3333333
8300,77    Cyg,BD+40 4615,88.84,-8.96,5.69,A0V,0.003,0.2,0.1,,333.3333333
8316,Mu  Cep,BD+58 2316,100.6,4.32,4.08,M2-Ia,0.003,8.3,19.5,,333.3333333
8356,16    Peg,BD+25 4635,80.1,-21.75,5.08,B3Ve,0.003,,,,333.3333333
8475,,BD+33 4456,89.46,-17.76,5.33,K2-III-IIIb,0.003,,,,333.3333333
8498,1    Lac,BD+37 4526,91.93,-15.59,4.13,K3-II-III,0.003,,,,333.3333333
8541,4    Lac,BD+48 3715,99.9,-6.71,4.57,B9Iab,0.003,,,,333.3333333
8760,,CD-3715047,4.16,-65.17,6.47,K1III,0.003,3,2,,333.3333333
8956,,CD-3217593,12.12,-73.17,6.52,K1III,0.003,3.3,5.2,,333.3333333
91,,BD+51   62,118.68,-10.63,5.57,B5IV,0.004,2.5,0.2,,250
153,17Zet Cas,BD+53  105,120.78,-8.91,3.66,B2IV,0.004,,,,250
180,Mu  Phe,CD-46  180,308.31,-70.94,4.59,G8III,0.004,,,,250
480,42    Cas,BD+69  114,127.21,8.18,5.18,B9V,0.004,,,,250
579,,BD+73  108,127.95,11.68,6.23,A5III,0.004,3.1,5.5,,250
642,6    Tri,BD+29  371,142.98,-29.4,4.94,G5III+F5V,0.004,1.6,3.8,,250
843,17    Per,BD+34  527,149.07,-21.64,4.53,K5+III,0.004,,,,250
927,52    Ari,BD+24  431,157.53,-28.47,6.8,B7V,0.004,0,0.2,,250
928,52    Ari,BD+24  431,157.53,-28.47,7,B7V,0.004,0,0.2,,250
979,,BD+39  743,150.73,-14.39,6.45,B9VpSi,0.004,0.9,3.8,,250
1043,,BD+58  608,141.94,2.49,6.13,A2V,0.004,1.4,2.5,,250
1052,35Sig Per,BD+47  843,148.48,-6.83,4.36,K3III,0.004,,,,250
1124,,BD+66  284,138.68,9.84,5.8,F0IV,0.004,,,,250
1211,32    Eri,BD-03  631,192.09,-40.1,6.14,A2V,0.004,1.5,6.8,,250
1212,32    Eri,BD-03  631,192.1,-40.1,4.79,G8III,0.004,1.5,6.8,,250
1306,52    Per,BD+40  912,159.45,-7.54,4.71,G5Ib+A2V,0.004,,,,250
1556,4Omi1Ori,BD+14  777,185.43,-18.39,4.74,S3.5/1-,0.004,,,,250
1664,14    Ori,BD+08  866,192.67,-18.48,5.34,Am,0.004,0.8,0.7,,250
1676,15    Ori,BD+15  752,186.74,-14.21,4.82,F2IV,0.004,,,,250
1701,,BD+01  938,199.37,-20.66,6.09,A5V,0.004,0.2,0.5,,250
1771,,CD-24 3023,227.3,-29.95,5.06,G7II-III+A7IV-V,0.004,1.5,3.1,,250
1818,The Pic,CP-52  718,259.56,-34.18,6.27,A0V,0.004,0.5,38.2,,250
1994,,BD+68  412,145.13,19.98,6.2,G9III,0.004,,,,250
2103,60    Ori,BD+00 1239,206.35,-11.43,5.22,A1V s,0.004,6.6,19.1,,250
2143,40    Aur,BD+38 1377,173.87,8.53,5.36,A4m,0.004,,,,250
2165,36    Cam,BD+65  517,148.62,20.75,5.32,K1.5IIIbCN-0.5,0.004,,,,250
2282,1Zet CMa,CD-30 3038,237.52,-19.43,3.02,B2.5V,0.004,4.6,175.5,,250
2427,50Psi2Aur,BD+42 1585,172.89,15.86,4.79,K3III,0.004,5.5,52.1,,250
2522,,BD-14 1599,226.21,-7.38,5.39,B6V,0.004,2.7,0.7,,250
2524,,CP-54 1115,264.22,-22.5,6.46,G6III,0.004,3.4,1.8,,250
2726,,CD-36 3421,248.09,-11.89,5.96,B3V,0.004,2.5,2.5,,250
2803,Del Vol,CP-67  730,279.09,-22.69,3.98,F6II,0.004,,,,250
3117,Chi Car,CP-52 1343,266.68,-12.32,3.47,B3IVp,0.004,,,,250
3226,,CD-42 3979,259.29,-5.06,4.75,A5Ib,0.004,4.8,25.7,,250
3552,17    Hya,BD-07 2661,235.69,23.01,6.91,A7m,0.004,0.3,4.1,,250
3553,17    Hya,BD-07 2661,235.69,23.01,6.67,A2m,0.004,0.3,4.1,,250
3617,,BD+23 2048,204.53,39.51,6.4,F4V,0.004,0.4,7.6,,250
4262,,CP-70 1246,293.45,-10.05,5.99,B6V,0.004,0.6,1.5,,250
4369,,BD-06 3344,265.81,48.81,6.14,A8IVpeSrCrSi,0.004,3.8,57.2,,250
4481,,BD+65  843,135.31,51,6.46,A5IV,0.004,1.3,1.8,,250
4526,,CP-57 4989,294.42,4.11,5.41,K5III,0.004,,,,250
4666,2    CVn,BD+41 2284,148.99,74.63,5.66,M1III+F7V,0.004,3.1,11.4,,250
4675,,CD-35 7842,295.36,26.28,6.15,A0V,0.004,0.3,0.5,,250
4789,23    Com,BD+23 2475,262.15,84.14,4.81,A0IV,0.004,2.4,0.4,,250
4997,,BD+40 2633,104.83,76.18,4.92,G8IIIaCN0.5,0.004,,,,250
5044,63    Vir,BD-16 3650,313.5,44.49,5.37,KIII,0.004,,,,250
5666,Eps Cir,CP-63 3544,318.35,-5.2,4.86,K2.5III,0.004,,,,250
6627,,BD+17 3334,42.25,21.93,5.72,A1V,0.004,1.3,0.6,,250
6665,,BD+15 3292,40.41,19.92,6.46,K0III,0.004,0.2,0.8,,250
6689,,BD+00 3816,26.7,12.1,5.97,A3V,0.004,0.2,0.2,,250
6713,93    Her,BD+16 3335,42.62,18.72,4.67,K0.5IIb,0.004,,,,250
6738,96    Her,BD+20 3649,46.83,19.81,5.28,B3IV,0.004,,,,250
6780,,CD-3015316,1.1,-5.49,5.53,K1II,0.004,2.3,3.9,,250
6789,23Del UMi,BD+86  269,119.29,28.24,4.36,A1Vn,0.004,,,,250
6803,,BD+16 3390,43.39,16.4,6.09,B9V+F7III,0.004,0.8,1.2,,250
6903,2Mu  Lyr,BD+39 3410,67.33,21.8,5.12,A3IVn,0.004,,,,250
6904,,BD+27 3016,55.3,17.51,6.27,A0V+A4V,0.004,0.9,0.6,,250
6983,,BD+52 2238,81.23,23.73,5.36,K0III,0.004,0.1,0.3,,250
6991,,CD-4312699,352.23,-16.17,5.37,M2III,0.004,,,,250
7148,,BD+17 3779,49.65,7.15,5.69,K1III,0.004,,,,250
7265,,BD-20 5415,17.03,-12.8,6.13,K1III,0.004,0.2,0.1,,250
7331,28    Aql,BD+12 3879,47.14,-0.52,5.53,F0III,0.004,3.5,60.2,,250
7406,8    Vul,BD+24 3761,59.11,3.4,5.81,K0III,0.004,,,,250
7447,41Iot Aql,BD-01 3782,36.99,-10.66,4.36,B5III,0.004,8.9,47,,250
7633,,BD+58 2013,91.93,15.21,4.96,K5II-III,0.004,,,,250
7642,,BD+37 3703,73.84,4.54,6.32,B5IV,0.004,1.1,1.9,,250
7657,16    Vul,BD+24 3977,63.02,-3,5.22,F2III,0.004,0.3,0.8,,250
7667,62    Aql,BD-01 3887,40.83,-16.51,5.68,K4III,0.004,,,,250
7741,22    Vul,BD+23 3944,63.47,-6.36,5.15,G3Ib-II,0.004,,,,250
7759,,BD+39 4114,77.67,2.76,5.24,K3.5IIab-IIb,0.004,5.5,12.8,,250
7763,34    Cyg,BD+37 3871,75.83,1.32,4.81,B2pe,0.004,,,,250
7921,49    Cyg,BD+31 4181,73.96,-5.88,5.51,G8IIb,0.004,2.3,2.5,,250
8026,,BD+48 3249,88.93,2.49,5.9,G8II-III,0.004,,,,250
8065,,BD+56 2524,95.18,6.72,5.83,B8III,0.004,0.6,1.6,,250
8164,,BD+58 2249,98.18,6.36,5.66,M1Ibep+B2pe+B3V,0.004,3.8,4.6,,250
8284,75    Cyg,BD+42 4177,90,-7.04,5.11,M1IIIab,0.004,4.2,57.9,,250
8372,,BD+20 5046,77.24,-25.72,6.4,K5V,0.004,,,,250
8383,,BD+62 2007,104.92,7.05,4.91,M2Iaep+B8Ve,0.004,1.7,0.1,,250
8645,,BD-09 6038,58.68,-54.29,6.45,A5V,0.004,1.1,2.5,,250
8780,3    And,BD+49 4028,105.86,-9.23,4.65,K0IIIbFe-0.5,0.004,,,,250
8903,67    Peg,BD+31 4904,102.46,-27.02,5.57,B9III,0.004,,,,250
8962,,BD+43 4508,109.28,-16.47,5.8,B8V,0.004,0.9,0.5,,250
81,,BD+10   32,110.93,-51.18,6.56,A0V,0.005,0.2,0.6,,200
242,Rho Phe,CD-51  209,303.23,-66.14,5.22,F2III,0.005,,,,200
282,,BD+43  193,124.54,-18.13,6.84,A2Vn,0.005,0.8,7.8,,200
283,,BD+43  193,124.54,-18.13,6.04,B9.5Vn,0.005,0.8,7.8,,200
391,,BD+57  274,127.14,-4.47,6.45,F4V,0.005,0.2,0.5,,200
549,111Xi  Psc,BD+02  290,151.64,-56.18,4.62,K0III,0.005,,,,200
595,113Alp Psc,BD+02  317,155.35,-55.6,5.23,A3m,0.005,1,2,,200
596,113Alp Psc,BD+02  317,155.35,-55.6,4.33,A0pSiSr,0.005,1,4,,200
887,48Eps Ari,BD+20  484,158.69,-32.51,4.63,A2V s,0.005,0.3,1.5,,200
888,48Eps Ari,BD+20  484,158.69,-32.51,4.63,A2V s,0.005,0.3,1.5,,200
918,,BD+56  767,140.59,-1.5,4.76,G9.5III,0.005,,,,200
967,,BD+65  338,137.24,6.93,6.36,A3V,0.005,0.4,0.5,,200
1163,,BD+33  717,160.08,-16.25,6.57,B2.5V,0.005,4,3.2,,200
1208,Gam Hyi,CP-74  276,289.13,-37.8,3.24,M2III,0.005,,,,200
1229,,BD+38  829,158.42,-10.75,6.38,A1Vp:,0.005,2.7,1.5,,200
1230,,BD+80  125,130.51,20.91,5.1,G8III+A6V,0.005,0.8,0.8,,200
1364,,CD-44 1503,249.61,-45.32,5.34,K2III,0.005,2.4,70.4,,200
1379,56    Per,BD+33  854,165.53,-10.75,5.76,F4V,0.005,3.6,4.9,,200
1486,,BD+59  826,148.73,8.83,6.5,A7IV,0.005,0,0.1,,200
1519,,BD+11  646,186.65,-21.16,5.37,A2m,0.005,7.5,93.8,,200
1592,4Ome Aur,BD+37 1005,167.15,-2.88,4.94,A1V,0.005,2.8,5.1,,200
1612,8Zet Aur,BD+40 1142,165.02,-0.43,3.75,K4II+B8V,0.005,,,,200
1839,32    Ori,BD+05  939,198.02,-14.94,4.2,B5V,0.005,1.3,0.9,,200
1886,,BD-06 1233,209.57,-19.72,5.67,B1V,0.005,0.9,36.2,,200
1887,,BD-06 1234,209.56,-19.71,4.78,B0.5V,0.005,0.9,36.2,,200
1914,26    Aur,BD+30  963,177.88,-0.47,5.4,F9III+B9.5V,0.005,0.3,0.2,,200
2002,132    Tau,BD+24  970,184.13,-1.61,4.86,G8III,0.005,0,0.1,,200
2037,56    Ori,BD+01 1151,204.41,-12.22,4.78,K1.5IIb,0.005,8.4,43.4,,200
2061,58Alp Ori,BD+07 1055,199.79,-8.96,0.5,M1-2Ia-Iab,0.005,9.9,174.4,,200
2257,4    Lyn,BD+59  964,155.35,19.54,5.94,A3V,0.005,1.1,0.7,,200
2293,5    Lyn,BD+58  927,156.53,19.78,5.21,K4III,0.005,2.6,95.4,,200
2310,,BD+07 1273,203.63,-2.55,5.98,F7Iab-K1Iab,0.005,,,,200
2332,48    Aur,BD+30 1238,183.15,8.92,5.55,F8Ib,0.005,,,,200
2334,,BD+00 1426,209.9,-5.25,5.2,K1II,0.005,,,,200
2405,,BD+38 1539,176.52,13.78,5.29,C5II,0.005,5.6,17.9,,200
2501,,CD-30 3505,240.5,-14.73,5.8,B2III,0.005,2.3,4.9,,200
2520,14    Lyn,BD+59 1028,156.54,23.32,5.33,G4III+A2V,0.005,1,0.9,,200
2541,60    Aur,BD+38 1636,177.83,16.79,6.3,dF5,0.005,,,,200
2596,20Iot CMa,BD-16 1661,228.7,-6.68,4.37,B3II,0.005,,,,200
2754,,CP-62  789,274,-21.77,6.02,A0IV-V,0.005,0.4,0.4,,200
2898,,BD+43 1711,175.8,25.89,6.3,F0,0.005,1.1,2.2,,200
2959,,BD-14 2082,232.09,3.55,4.94,K3II,0.005,,,,200
3098,,BD+01 1959,219.58,15.14,6.35,F7V,0.005,0.2,0.3,,200
3327,,CD-38 4462,257.62,-0.54,6.53,B9V,0.005,0.6,8,,200
3328,,CD-38 4462,257.62,-0.54,7.25,A2V:,0.005,0.6,8,,200
3425,,BD-19 2489,243.4,12.93,6.33,K5III,0.005,3,4.3,,200
3472,,BD-02 2676,229.28,23.78,6.41,F2IV,0.005,0.7,4.7,,200
3532,57    Cnc,BD+31 1907,194.11,38.55,5.39,G7III,0.005,0.2,1.5,,200
3661,,CD-43 5041,266.63,3.3,5.57,B8Vp:Si:,0.005,0.7,2.8,,200
3686,,BD+35 1971,188.81,44.28,5.75,A8V,0.005,0.2,1.8,,200
3745,,CD-28 7271,257.78,15.63,6.1,B6Ve,0.005,0.7,0.5,,200
3765,Eps Ant,CD-35 5724,263.39,10.96,4.51,K3IIIa,0.005,,,,200
4148,49    Leo,BD+09 2374,236.3,52.86,5.67,A2V,0.005,2,0,,200
4181,,BD+69  586,138.24,44.04,5,K3III-IIIb,0.005,,,,200
4352,,CP-59 3190,290.99,0.24,4.6,A6Iae,0.005,6.8,21.7,,200
4602,2    Com,BD+22 2437,238.22,77.86,5.87,F0IV-V,0.005,1.4,3.6,,200
4740,,BD+72  565,125.67,45.06,6.24,gG8,0.005,,,,200
4928,9    Dra,BD+67  773,121.6,50.51,5.32,K2III,0.005,,,,200
4937,48    Vir,BD-02 3622,308.99,59.06,6.59,F0V,0.005,0.3,0.6,,200
5031,,BD+03 2758,320.32,64.82,6.26,A3V,0.005,0.4,1.1,,200
5397,,BD-19 3880,331.22,37.68,6.61,A2V,0.005,0.4,35.1,,200
5718,50    Boo,BD+33 2581,52.36,57.12,5.37,B9Vn,0.005,,,,200
5737,,BD+63 1192,99.48,46.3,5.79,gK4,0.005,,,,200
5742,,CD-4610100,329.05,7.97,5.24,K4III,0.005,,,,200
6081,19Omi Sco,CD-2312849,352.33,18.05,4.55,A5II,0.005,,,,200
6204,,CP-66 3009,322.98,-13.93,5.13,ApSi,0.005,6.2,25,,200
6295,Eps1Ara,CP-5210372,335.15,-6.59,4.06,K4IIIab,0.005,,,,200
6337,,BD+14 3179,33.95,30.26,4.98,M3III,0.005,,,,200
6588,85Iot Her,BD+46 2349,72.32,31.27,3.8,B3IV,0.005,8.3,116,,200
6657,,CD-3412200,355.86,-4.38,6.17,B8V,0.005,0,0.1,,200
6779,103Omi Her,BD+28 2925,55.19,21.59,3.83,B9.5V,0.005,,,,200
6840,,BD-03 4263,26.29,6.29,6,G3III,0.005,,,,200
7040,4    Aql,BD+01 3766,34.01,2.41,5.02,B9V,0.005,,,,200
7099,,BD+10 3685,42.65,5.13,6.55,K5III+K3III,0.005,1.1,3.5,,200
7229,,BD+52 2326,82.47,19.59,6.31,G8III,0.005,3.4,5.2,,200
7292,42Psi Sgr,CD-2513866,12.42,-16.2,4.85,G8:III+A8V,0.005,0.3,0.1,,200
7419,,BD+35 3658,69.46,8.44,6.25,B9.5III,0.005,7.7,27.7,,200
7420,10Iot2Cyg,BD+51 2605,83.61,15.45,3.79,A5Vn,0.005,,,,200
7568,,BD+37 3636,72.81,5.72,6.06,M4IIb,0.005,,,,200
7619,24Psi Cyg,BD+52 2572,86.11,12.21,4.92,A4Vn,0.005,2.3,3.1,,200
7625,,CP-59 7564,337.85,-31.96,5.13,M6III,0.005,,,,200
7669,63Tau Aql,BD+06 4416,48.01,-12.57,5.52,gK0,0.005,,,,200
7818,,BD+59 2228,94.55,12.38,6.44,A2IV s,0.005,0.3,0.2,,200
7889,14Tau Cap,BD-15 5743,30.94,-30.5,5.22,B6III,0.005,0.6,0.3,,200
7956,,BD+33 4028,76.39,-5.62,4.92,K3III,0.005,6.5,9.9,,200
8328,11    Peg,BD+02 4414,59.38,-36.56,5.64,A1V,0.005,,,,200
8357,,BD+55 2639,99.56,1.28,5.71,B6IV-V,0.005,1,18.3,,200
8655,Eta Gru,CP-5410123,335.6,-54.9,4.85,K2IIICNIV,0.005,6.6,24.4,,200
8696,,BD+60 2450,109.2,2.07,5.6,G8III-IV+G2IV,0.005,1.2,1.6,,200
8949,Iot Phe,CD-4315420,343.07,-68.07,4.71,A2VpSrCrEu,0.005,8,7.7,,200
9064,84Psi Peg,BD+24 4865,107.85,-36.15,4.66,M3III,0.005,,,,200
40,,BD+26   13,112.56,-35.12,6.3,G0III,0.006,1.1,0.1,,166.6666667
134,,BD+27   84,117.96,-34.41,6.3,K0III,0.006,4.9,8.5,,166.6666667
251,,CD-25  338,132.59,-87.62,6.46,F6IV-V,0.006,2.5,5.4,,166.6666667
253,26Ups1Cas,BD+58  134,123.39,-3.9,4.83,K2III,0.006,7.6,94.1,,166.6666667
543,55    And,BD+40  394,135.4,-20.64,5.4,gK1,0.006,5.3,59.8,,166.6666667
620,58    And,BD+37  486,139.31,-22.55,4.82,A5IV-V,0.006,,,,166.6666667
834,15Eta Per,BD+55  714,139.14,-3.18,3.76,K3-Ib-IIa,0.006,4.7,28.3,,166.6666667
1033,,BD+59  657,141.25,3.09,6.49,B9V+A1,0.006,1,0.2,,166.6666667
1086,7    Tau,BD+23  473,163.95,-25.14,5.92,A3V+A3V,0.006,0.2,0.7,,166.6666667
1280,,BD+16  560,175.63,-24.83,5.89,K5IIIb,0.006,0,0.1,,166.6666667
1340,,CP-62  334,273.94,-41.72,5.45,K0III,0.006,5.6,11,,166.6666667
1417,1    Cam,BD+53  779,151.91,3.95,5.77,B0III,0.006,1.1,10.3,,166.6666667
1451,47    Eri,BD-08  887,204.1,-34.18,5.11,M3III,0.006,,,,166.6666667
1735,20Tau Ori,BD-07 1028,208.28,-23.96,3.6,B5III,0.006,7.2,36,,166.6666667
1834,31    Ori,BD-01  913,204.31,-18.62,4.71,K5III,0.006,5.4,12.5,,166.6666667
1892,42    Ori,BD-04 1185,208.5,-19.11,4.59,B1V,0.006,3.2,1.5,,166.6666667
2099,,BD+12  968,195.49,-5.52,5.7,K2III+A5V,0.006,1,0.4,,166.6666667
2215,1    Lyn,BD+61  869,153.03,19.81,4.98,M3IIIab,0.006,,,,166.6666667
2364,,CD-32 3072,240.47,-18.59,5.74,B4Vnpe,0.006,2,1.2,,166.6666667
2585,16    Lyn,BD+45 1367,171.55,19.87,4.9,A2Vn,0.006,,,,166.6666667
2963,,CD-37 3767,252.01,-7.77,5.73,B5Vn,0.006,2.7,1.1,,166.6666667
2967,,BD+14 1729,205.61,17.51,5.56,M3II-III,0.006,,,,166.6666667
3017,,CD-37 3863,252.39,-6.74,3.61,K2.5Ib-II,0.006,,,,166.6666667
3046,,CD-46 3451,260.73,-10.66,4.71,K0III,0.006,,,,166.6666667
3460,The Vol,CP-69  946,284.68,-17.12,5.2,A0V,0.006,5,45,,166.6666667
3489,,CP-58 1202,275.33,-9.78,6.21,B7III,0.006,0.1,4.1,,166.6666667
3680,,CD-45 4982,268.37,2.31,6.25,B8V,0.006,0.9,0.8,,166.6666667
3818,7    Leo,BD+15 2077,218.36,42.85,6.36,A1V,0.006,3.2,41.2,,166.6666667
4073,,BD-21 3045,263.18,28.54,6.51,A0,0.006,1.5,1.8,,166.6666667
4492,,CP-64 1685,295.53,-3.56,5.17,G2III+A0V,0.006,0.8,0.2,,166.6666667
4628,,CD-34 7956,293.36,27.4,6.17,A0V,0.006,1.8,3.4,,166.6666667
4667,7    Com,BD+24 2443,232.9,81.47,4.95,G8IIIFe-0.5,0.006,,,,166.6666667
5159,84    Vir,BD+04 2775,332.78,63.38,5.36,K2III,0.006,2.8,3,,166.6666667
5428,,CD-3011519,327.47,27.27,6.09,K0III,0.006,3.3,2.5,,166.6666667
5523,7Mu  Lib,BD-13 3986,341.3,39.78,5.31,A1pSrCrEu,0.006,0.9,1.8,,166.6666667
5654,,BD+19 2935,26.32,56.76,5.89,M4IIIab,0.006,1.9,0.5,,166.6666667
5904,2    Sco,CD-2412352,346.88,21.61,4.59,B2.5Vn,0.006,2.5,2.3,,166.6666667
6125,,CP-61 5701,326.1,-9.08,5.2,K0II-IIICNIb-II,0.006,,,,166.6666667
6136,,BD+00 3529,15.44,31.66,5.39,K4IIIp,0.006,,,,166.6666667
6244,,CD-3711023,346.42,4.39,6.11,B9pSi*,0.006,2.2,6.7,,166.6666667
6452,,BD+18 3351,39.96,27.97,5,M2IIIab,0.006,,,,166.6666667
6581,56Omi Ser,BD-12 4808,13.28,9.17,4.26,A2V,0.006,,,,166.6666667
6608,84    Her,BD+24 3237,48.64,25.16,5.71,G2IIIb,0.006,,,,166.6666667
6980,,BD+23 3385,52.64,13.84,5.61,G9III+G7III,0.006,0.2,0.6,,166.6666667
7048,,BD+05 3941,37.16,3.83,5.83,A1V+A1V,0.006,0.3,1.3,,166.6666667
7075,,BD+60 1845,90.85,24.36,5.99,G7IV,0.006,2.8,1.2,,166.6666667
7125,47Omi Dra,BD+59 1925,89.31,23.14,4.66,G9IIIFe-0.5,0.006,3.4,34.6,,166.6666667
7166,,BD-13 5172,22.33,-7.55,5.53,B5IV,0.006,0.5,0.4,,166.6666667
7304,43    Sgr,BD-19 5379,18.61,-14.13,4.96,G8II-III,0.006,,,,166.6666667
7477,,BD+48 2922,81.91,13.22,6.47,G6V,0.006,2.9,29.6,,166.6666667
